track,cond,model,si_sdr_base,si_sdr_enh,pesq_base,pesq_enh,dur_s
track_1,noise,ulunas,13.506748,12.143773,1.1831001043319702,2.047327756881714,5.0735625
track_1,noise,ulunas,23.365894,19.27891,2.0396997928619385,2.4626197814941406,7.134375
track_1,noise,ulunas,26.448881,23.01713,2.719449281692505,3.5755774974823,5.571375
track_1,noise,ulunas,12.274448,17.550491,1.5440073013305664,2.4971585273742676,6.5080625
track_1,noise,ulunas,26.899742,26.288187,3.1892154216766357,3.6060969829559326,9.9905
track_1,noise,ulunas,12.642988,20.236204,1.27675461769104,2.3572442531585693,9.9175
track_1,noise,ulunas,23.066635,27.16198,2.275822162628174,3.717015504837036,9.9635
track_1,noise,ulunas,29.941261,17.725245,2.7190299034118652,3.495201826095581,9.97
track_1,noise,ulunas,18.512808,11.640741,2.2714948654174805,2.8606419563293457,9.98725
track_1,noise,ulunas,35.689663,28.520302,3.723921537399292,3.5974202156066895,9.862
track_1,noise,ulunas,22.792568,24.403238,2.134310483932495,3.324958086013794,9.9915
track_1,noise,ulunas,20.49362,24.201067,2.5223355293273926,3.279242515563965,9.1655
track_1,noise,ulunas,20.399162,22.344147,1.975742220878601,3.0926096439361572,8.8695
track_1,noise,ulunas,14.835398,20.919891,2.786405086517334,4.154353141784668,9.941
track_1,noise,ulunas,21.742195,15.641414,2.011525869369507,3.162537097930908,9.9905
track_1,noise,ulunas,21.022776,24.600243,1.7908724546432495,2.740826368331909,5.6
track_1,noise,ulunas,25.697145,24.906733,2.6996207237243652,3.396047592163086,4.2
track_1,noise,ulunas,24.344704,27.542582,2.5301661491394043,3.3725454807281494,3.3
track_1,noise,ulunas,20.248192,21.672237,2.226518154144287,2.6354689598083496,3.8
track_1,noise,ulunas,21.363121,24.42265,2.008547067642212,3.4720349311828613,4.2
track_1,noise,ulunas,21.352127,20.967598,2.131682872772217,3.256932020187378,4.5
track_1,noise,ulunas,21.469398,23.868057,2.0336289405822754,3.2170186042785645,4.0
track_1,noise,ulunas,25.408249,25.05044,3.2002575397491455,3.8546247482299805,3.2
track_1,noise,ulunas,24.143679,24.541204,1.991201400756836,2.972249746322632,4.6000625
track_1,noise,ulunas,16.097343,18.149532,1.6878697872161865,2.7511677742004395,3.1
track_1,noise,ulunas,16.211742,21.01385,1.365554690361023,2.956684112548828,3.3
track_1,noise,ulunas,20.808418,23.982838,1.7061636447906494,2.49735164642334,6.1
track_1,noise,ulunas,11.666531,15.671788,1.2720627784729004,2.422982692718506,3.9
