model,file,si_sdr_clean_vs_enh,lsd_clean_vs_enh,dur_s
gtcrn,p238_248_mic2-9324dd47990d-562c10106712.wav,24.2181,9.6598,3.332
gtcrn,p238_256_mic2-4921a54c5753-3f7d2b6e995e.wav,30.9009,8.4296,3.459
gtcrn,p238_260_mic2-7b532efcc89b-afd1eaa2c262.wav,27.9107,7.8802,3.97
gtcrn,p238_263_mic1-6ca272d2d389-c0fa64164832.wav,27.5577,7.3892,4.141
gtcrn,p238_320_mic2-4a2dc9067e49-d019c84af95d.wav,26.614,7.6965,4.61
gtcrn,p238_340_mic2-fa9cd0bf4ac8-0a5805ffd030.wav,24.7951,9.1657,4.015
gtcrn,p238_342_mic2-53e7799f48dc-9bea8a3f6149.wav,34.48,8.4949,4.315
gtcrn,p238_343_mic2-dcf49afe2f4e-7760f0e8792e.wav,26.9252,6.8342,5.913
gtcrn,p238_370_mic2-2a47ec94d7e7-5ec6dd5a8e9c.wav,28.3996,8.0183,3.8
gtcrn,p238_377_mic1-54f7103936b3-89592a1ea4af.wav,26.5291,7.4398,3.418
gtcrn,p238_389_mic2-0a3b2fcbdcd4-6fc410d41afc.wav,12.4648,8.406,3.588
gtcrn,p238_394_mic2-4a741420f1b8-2366c730a56a.wav,26.5103,8.8754,3.502
gtcrn,p238_395_mic2-2539cbed71b0-447c08069b49.wav,31.7568,9.0499,4.525
gtcrn,p238_429_mic2-559088dd88ad-e89f459c0b8b.wav,29.8577,8.4423,3.205
gtcrn,p238_442_mic2-b921f6580985-2bacd4bc32a8.wav,32.0633,8.2213,4.27
gtcrn,p238_444_mic2-f8e3985d96a0-69d9b064085e.wav,26.0945,8.3224,3.286
gtcrn,p238_445_mic2-5df1779db28f-9d88a846a253.wav,30.0268,6.9621,5.464
gtcrn,p238_446_mic2-626ff980cd35-a3d111b14f4c.wav,17.2302,9.0731,3.672
gtcrn,p239_014_mic2-ef90b5103a42-ae1e4d725dc5.wav,26.5959,7.252,4.315
gtcrn,p239_015_mic2-851acef5adbb-52f1ec0950d7.wav,22.4882,7.0646,5.079
gtcrn,p239_021_mic2-d26c4d967aef-747aadfa6811.wav,21.2156,6.337,7.956
gtcrn,p239_047_mic2-a9f434c481e9-66d321c2b152.wav,21.4354,7.2102,3.801
gtcrn,p239_161_mic2-6abdb8dd6273-63908936fdbf.wav,21.8587,8.1533,3.542
gtcrn,p239_225_mic2-aadb29466322-5cd710abb0ea.wav,25.0877,8.5839,3.374
gtcrn,p239_289_mic2-d51fe18dfa27-bbd1410d52db.wav,21.1932,9.3701,3.414
gtcrn,p239_301_mic2-2a9b93bc80dd-ab5ff12680f9.wav,22.2687,8.3571,3.414
gtcrn,p239_322_mic2-b9307bbb353e-f51539f3c1b9.wav,23.603,7.6228,3.244
gtcrn,p239_422_mic2-8797f603d0eb-3a9907dc5081.wav,23.0228,8.7379,3.205
gtcrn,p239_435_mic2-eec2b8fee5ab-53715bbaf8cd.wav,24.1677,9.9217,3.332
gtcrn,p239_454_mic2-c374d3c4f872-df04c928ef7d.wav,20.9277,7.4388,3.585
gtcrn,p239_467_mic2-5a72e84e51af-8a0517bd3ab1.wav,20.9003,9.259,3.841
gtcrn,p239_473_mic2-6c4571e79a77-fa1027334dad.wav,26.3593,10.0899,3.39
gtcrn,p240_003_mic2-964b5815953a-c2b37450230d.wav,24.3205,6.8786,7.216
gtcrn,p240_006_mic2-77a5036b7c07-f8adcc2ca5b6.wav,25.7389,7.3051,5.539
gtcrn,p240_044_mic2-df01b2258ca3-c5111e359d17.wav,23.3177,7.4451,3.926
gtcrn,p240_123_mic2-c75f640d39f5-b84169f5a446.wav,23.022,7.6278,4.497
gtcrn,p240_175_mic2-d635382f41f0-056b28079dd8.wav,21.9694,9.3528,4.874
gtcrn,p240_179_mic2-0a4222bab7ca-c3f33b5c5568.wav,24.0285,8.6276,4.271
gtcrn,p240_262_mic2-eb9c6da9d5cc-35257876963f.wav,23.4473,7.4341,3.672
gtcrn,p240_307_mic2-b4799e169aff-c4fa73c3b6fd.wav,23.1219,8.8927,3.194
gtcrn,p240_358_mic2-1d4840402fb9-03cb78601f18.wav,24.9239,7.375,4.185
gtcrn,p241_002_mic2-1c171aaae17d-ded48ba92fda.wav,33.965,9.699,3.752
gtcrn,p241_013_mic2-4160874deb9c-dbe3b59c84b9.wav,32.4883,7.6121,4.445
gtcrn,p241_021_mic2-6c95c5b0560f-440f88c04dd3.wav,29.959,6.464,8.754
gtcrn,p241_025_mic2-ef1469218407-34ad9239e3fa.wav,23.1982,6.0144,3.287
gtcrn,p241_056_mic2-f8ba17bae249-269419f28007.wav,30.9432,14.2732,3.396
gtcrn,p241_068_mic2-783e2ccd9e64-cee14e267a90.wav,28.5887,10.0162,3.084
gtcrn,p241_069_mic2-6867f8212990-1a84aea3db6f.wav,29.1768,8.7288,3.266
gtcrn,p241_130_mic2-bb16ffc9e5da-7f6de896f3b7.wav,29.0427,7.1858,3.909
gtcrn,p241_138_mic2-290a0f261571-dbade4f15432.wav,27.3404,8.8578,3.589
gtcrn,p241_190_mic2-ebff56a0d453-825e6142b8e8.wav,31.7446,8.6495,3.979
gtcrn,p241_255_mic2-bfea8743873d-4ff59e36fc85.wav,30.9917,10.5118,3.055
gtcrn,p241_276_mic2-1fee016102bb-65d64cb2f094.wav,24.9636,7.9168,3.715
gtcrn,p241_293_mic2-d807a85cbc30-5ed95df2c89e.wav,27.863,9.1015,3.975
gtcrn,p243_016_mic2-3d2faa6c5253-46ef956fe623.wav,35.5552,8.3104,7.642
gtcrn,p243_026_mic1-82606f527123-5e3dec5f9a46.wav,29.5091,8.5854,5.206
gtcrn,p243_047_mic2-3ea1dd097a41-f9ac573b2068.wav,32.1441,12.5566,3.628
gtcrn,p243_056_mic1-02c5ef02300f-08e7b63216af.wav,28.2177,9.6574,3.375
gtcrn,p243_064_mic1-0cc4f7ec4c46-6b18bd2519b4.wav,28.2616,9.9312,3.067
gtcrn,p243_066_mic1-b81458667130-0d02620bf44d.wav,28.5439,10.7915,3.239
gtcrn,p243_067_mic2-9ad9035e683a-10f9c745ae65.wav,34.2961,10.9352,3.508
gtcrn,p243_091_mic2-2e7c1c87ed20-1e0a4191438d.wav,30.6374,10.7965,3.799
gtcrn,p243_105_mic2-962a4274fc14-eef7f4bf1d94.wav,31.7371,12.4552,3.335
gtcrn,p243_122_mic2-6b03431c7b87-5704c8f65f00.wav,29.7736,10.0914,4.397
gtcrn,p243_127_mic1-435f357cb804-3ec72a13a7e6.wav,31.9482,7.8563,4.04
gtcrn,p243_129_mic2-c39da770ca1c-d3a143bdf8a1.wav,32.3653,8.8463,3.508
gtcrn,p243_130_mic2-7128102e0ba8-161d4641e4c3.wav,30.5185,8.9578,3.331
gtcrn,p243_140_mic2-49065b5a95cd-e75513633a7c.wav,30.9975,12.7081,3.408
gtcrn,p243_153_mic1-a11655ae2fa3-46973c0487ba.wav,26.5375,10.8771,3.21
gtcrn,p243_156_mic2-745a7f949838-49fe77ba97dd.wav,32.8116,8.958,4.235
gtcrn,p243_157_mic2-b6760900d3bf-944dc2d12c89.wav,22.5879,12.8622,3.354
gtcrn,p243_160_mic2-6d6f754bd504-0c19d04387b7.wav,31.8767,10.0077,3.678
gtcrn,p243_169_mic1-f21285f7bc01-7093442b3071.wav,32.0559,8.6067,3.484
gtcrn,p243_173_mic1-db74224b5ad7-36e3ffb71b3e.wav,29.1003,9.0546,4.057
gtcrn,p243_187_mic2-a4328533f208-da52eb162da0.wav,31.1668,11.4169,3.757
gtcrn,p243_194_mic2-d9cf4de4afc8-b441cc2811be.wav,32.9267,8.5794,3.894
gtcrn,p243_204_mic1-47a2d0481862-bb8d042908ad.wav,29.6206,7.6614,3.371
gtcrn,p243_213_mic1-690c464f3986-192abda9b768.wav,28.147,7.4375,5.123
gtcrn,p243_214_mic1-1815bea42a61-c38cbf044c43.wav,33.7008,8.9084,4.007
gtcrn,p243_251_mic1-65f4318d12ad-e1787e5c29f7.wav,27.6244,9.0973,3.546
gtcrn,p243_264_mic2-66077d584c06-1a21a653115f.wav,29.4616,11.3955,3.409
gtcrn,p243_269_mic1-a88aa2075453-ed6e3ccc6f8e.wav,28.6761,7.9852,3.224
gtcrn,p243_274_mic1-676216355a15-0ef56b047be2.wav,27.8565,7.7837,5.073
gtcrn,p243_276_mic2-de45d41319c4-3455f3f603ef.wav,33.6025,9.8573,4.311
gtcrn,p243_278_mic1-79d52fef4fd5-0a4b274e61a1.wav,30.9178,7.253,3.416
gtcrn,p243_280_mic2-6c2426ace46d-78418c70fb74.wav,35.7715,10.3183,3.557
gtcrn,p243_298_mic1-9123dfba46a6-b73d3d5bfb8e.wav,31.1595,6.7145,3.412
gtcrn,p243_315_mic2-df420298c930-1ce6e5b28ca7.wav,32.7126,9.9315,3.034
gtcrn,p243_323_mic2-ddada3618b23-7204e145de15.wav,30.81,8.3457,3.121
gtcrn,p243_326_mic1-0a9227e922c0-fb79d1aefd0c.wav,31.7904,9.8974,3.888
gtcrn,p243_341_mic1-4f1fbb153d76-8769a68f8fc5.wav,31.4814,10.2393,3.33
gtcrn,p243_342_mic2-d1b25b77e41b-e9b28e49b8bc.wav,31.0351,8.3055,3.499
gtcrn,p243_344_mic2-708c4fe61c31-f809f883006a.wav,33.2194,8.6278,4.354
gtcrn,p243_348_mic2-59ac7849c722-5cc1564a981c.wav,30.8834,10.1742,3.515
gtcrn,p243_356_mic2-29101d10104e-dc93b312036f.wav,34.1798,8.455,4.028
gtcrn,p243_372_mic2-2201577490b2-b6c6d72f1041.wav,33.6975,9.6135,3.252
gtcrn,p243_380_mic2-1ed27999d72e-8d4ae64fd437.wav,31.6257,9.1657,4.107
gtcrn,p243_387_mic2-2ad1ec9ce460-ed22945a75d9.wav,32.6383,10.784,3.655
gtcrn,p243_388_mic1-852138526c97-35be23bd4844.wav,25.431,6.6042,4.655
gtcrn,p243_389_mic2-6cb7bc124b2b-ffbc91cd8d48.wav,33.2555,9.5151,4.054
gtcrn,p243_390_mic1-babb4da8c361-ce6960d5595c.wav,28.3386,8.7528,4.146
gtcrn,p244_011_mic2-f464d282b827-6324c88c7f98.wav,28.7152,6.928,6.377
gtcrn,p244_029_mic2-852a7bacc44c-3bc2ba246e7c.wav,29.4695,9.1983,3.178
gtcrn,p244_071_mic1-21230dd3e35b-8cc229646019.wav,24.5247,7.4508,4.372
gtcrn,p244_071_mic2-69f37ea696d3-7a2c965df353.wav,28.3299,6.8681,4.372
gtcrn,p244_091_mic2-eafa4bd6d6e3-3e311f52a92e.wav,28.1247,7.3222,3.771
gtcrn,p244_105_mic2-78a3afdc4e89-2a90722b99e7.wav,28.0879,10.1012,3.107
gtcrn,p244_123_mic2-a7500d1e5b4b-639002e54c52.wav,21.6969,7.7336,4.448
gtcrn,p244_163_mic2-7be4e5d438d5-8257b5078b1d.wav,31.1104,6.5739,3.127
gtcrn,p244_167_mic2-b4a62818cdba-815b703d2c12.wav,25.4556,8.9465,3.532
gtcrn,p244_232_mic2-6ae25aba8360-e4ef18b012ac.wav,27.9675,8.4338,3.023
gtcrn,p244_313_mic2-219d01864199-df191e8849f3.wav,26.6107,7.9753,3.401
gtcrn,p244_379_mic2-05e6e6ac6be1-7bb3c024d6e6.wav,28.6233,8.6565,3.84
gtcrn,p244_396_mic2-1aae40216dd2-bcf40fd70358.wav,26.9222,8.4702,3.191
gtcrn,p244_410_mic2-7bb75959a914-2259a93190e3.wav,23.9255,6.9348,4.208
gtcrn,p246_006_mic2-6e85f57d0ee9-5d350c380278.wav,29.6495,8.2489,6.747
gtcrn,p246_024_mic1-ac4b200e6899-c32aff364cf5.wav,33.305,6.2264,7.546
gtcrn,p246_033_mic1-ab632ef79676-8ea76a30beb2.wav,28.133,7.4117,4.415
gtcrn,p246_083_mic1-4becc6c982cf-9ae19c83e154.wav,23.8369,9.3431,3.824
gtcrn,p246_126_mic1-fcd492603ef1-31ba85b32028.wav,18.3825,7.4895,3.536
gtcrn,p246_224_mic1-768ca80acfab-227b650a0383.wav,27.1423,8.7598,3.636
gtcrn,p246_239_mic1-13d1f7d0647d-65f5c4dba2f7.wav,26.4447,8.4004,4.819
gtcrn,p246_258_mic1-70e38bedc924-af941749cbdd.wav,25.2812,9.0214,4.365
gtcrn,p246_274_mic2-eb54a3506c9d-a616e137ca7d.wav,25.9588,9.3187,5.133
gtcrn,p246_276_mic2-e1410226610c-4161b9333092.wav,30.3988,8.494,4.412
gtcrn,p247_024_mic2-cb93e704e871-2260a3478c21.wav,28.9923,8.3016,7.029
gtcrn,p247_069_mic1-6feb04caa664-a0b88e36dd5d.wav,27.9801,9.1045,3.18
gtcrn,p247_078_mic2-cdf16b0e0379-0e52f37939ee.wav,28.055,11.3585,3.381
gtcrn,p247_092_mic1-8859324a0062-26d4f6b91804.wav,25.5129,9.6035,3.422
gtcrn,p247_113_mic1-75a94796af7a-de2d500b426f.wav,25.4851,9.5001,4.439
gtcrn,p247_116_mic2-00b9f914c069-6970c2d8a4e5.wav,25.4885,10.7315,3.078
gtcrn,p247_127_mic2-d664b99f061c-ef63248a95d3.wav,22.5218,10.786,3.159
gtcrn,p247_130_mic2-61f72bc2b52e-b2e3d2fb4f7b.wav,26.1115,11.0152,3.328
gtcrn,p247_157_mic1-585a436c7124-e84c0b5f5455.wav,23.8864,10.0248,3.068
gtcrn,p247_176_mic2-d7210581e27d-781f8a05713e.wav,27.8875,7.5541,4.941
gtcrn,p247_185_mic1-a252c97e8230-0d97d87e6b90.wav,22.1882,11.4973,3.078
gtcrn,p247_199_mic2-c85e9da4834f-9632fbc4eeaa.wav,25.7313,8.5453,3.526
gtcrn,p247_206_mic1-6668a0eb51e8-12a1607c5e87.wav,24.7297,9.6973,3.004
gtcrn,p247_210_mic2-076c9b303f07-28a916cb303d.wav,27.9732,8.8419,3.527
gtcrn,p247_236_mic2-d191304aa687-833ed044ad4d.wav,32.6605,9.335,3.594
gtcrn,p247_239_mic2-e0237f6d6789-fab70cb8f5fa.wav,30.7939,11.7672,3.762
gtcrn,p247_289_mic2-573ec0599529-270a5e471777.wav,23.0783,8.4107,4.77
gtcrn,p247_357_mic2-e8a458a91e71-5c34f4acbcbc.wav,26.0363,8.9603,3.114
gtcrn,p247_404_mic2-646a69f12906-648939b48659.wav,26.7745,8.0571,3.203
gtcrn,p247_408_mic2-52955c799386-bc30bfd0ae05.wav,29.6407,9.5101,3.563
gtcrn,p247_479_mic2-02ca8fb369b5-64e0d8ed8c9a.wav,27.4959,11.0127,3.326
gtcrn,p248_007_mic2-55e7bc0b82fc-61a23e6d380b.wav,34.0345,7.087,5.517
gtcrn,p248_008_mic2-c6b3db8cf121-523a10c4f8cb.wav,32.517,6.2635,9.491
gtcrn,p248_013_mic2-ffb8aed19e9a-7cabb3617c4e.wav,31.4227,7.148,5.443
gtcrn,p248_029_mic1-afcd8426ac0b-25c873c0cb7e.wav,27.6181,7.1391,4.822
gtcrn,p248_032_mic1-1a8101e654f4-530069153b9b.wav,12.7681,9.0362,3.892
gtcrn,p248_034_mic2-b62589242897-6375c3d8f9c1.wav,29.7145,8.8322,5.446
gtcrn,p248_046_mic2-2a19485dc5a3-9075cd37517c.wav,28.088,9.3478,3.764
gtcrn,p248_066_mic2-52f583ed99f3-602c0124af48.wav,32.4494,11.4572,3.547
gtcrn,p248_106_mic1-6eb0022dbc6e-fcf809c21a71.wav,31.4238,8.3334,6.204
gtcrn,p248_108_mic1-14f01f09303f-09c1165bdbaf.wav,24.8734,7.2659,3.681
gtcrn,p248_109_mic2-e3f7d7772283-2462919f9c0a.wav,11.7733,9.8399,3.675
gtcrn,p248_118_mic1-a992692b402b-a7932c1551b3.wav,26.6988,11.5532,3.019
gtcrn,p248_133_mic2-b10b3fec4d89-6ba3489a04c3.wav,32.8766,9.035,3.033
gtcrn,p248_149_mic2-13507aa7afc5-1c4a456a87fc.wav,35.7923,10.0317,3.437
gtcrn,p248_153_mic2-664a80868d8f-bdbd2bdcffbd.wav,35.4146,9.0118,5.699
gtcrn,p248_154_mic1-7a77a481cd71-1c2b3005a93b.wav,25.4893,7.4795,3.764
gtcrn,p248_159_mic1-416e5d2d897f-fadd710ef01a.wav,22.0594,7.0104,4.74
gtcrn,p248_163_mic2-37cee5447278-f6312393832e.wav,27.5251,8.5038,3.944
gtcrn,p248_165_mic1-42bd592ed3a6-6b3e820f7c74.wav,21.1655,8.2234,3.464
gtcrn,p248_191_mic1-abcfff94cd98-a99411dfbd5d.wav,31.0533,9.4074,3.659
gtcrn,p248_193_mic1-646a8e62e8ab-d15780425e4c.wav,27.2066,9.0176,3.629
gtcrn,p248_226_mic2-0a8375bd5771-cbc668c60f0a.wav,28.6381,8.0693,4.608
gtcrn,p248_242_mic1-5cb39f643a55-7c476ba0df38.wav,24.7398,7.6463,3.758
gtcrn,p248_268_mic1-efd30c47c57d-3c67c107351c.wav,26.7655,8.2306,3.204
gtcrn,p248_284_mic1-a0286bd02a2f-e59fa600c235.wav,29.4163,9.0726,3.589
gtcrn,p248_289_mic2-ee24f8f58894-162960736964.wav,33.3354,8.8861,5.446
gtcrn,p248_308_mic2-4fcf35e6b2a5-ee5e97d781b1.wav,16.5206,9.4889,3.021
gtcrn,p248_310_mic2-eb1378db9276-39c3c1dd6cc5.wav,33.812,7.5251,5.25
gtcrn,p248_314_mic1-b9fbaa00dff3-bea9f54bf46f.wav,32.1157,10.374,3.372
gtcrn,p248_319_mic2-9a001163e0bd-d5eb7ccaeee3.wav,31.0116,9.3728,3.468
gtcrn,p248_325_mic1-80f8f407b824-d16cab9082bd.wav,17.3237,9.0945,3.338
gtcrn,p248_336_mic1-cfb47a783997-1741fb799e16.wav,27.112,7.763,5.738
gtcrn,p248_347_mic2-bba2d8c7cddb-d20403dd5fe4.wav,28.5965,8.439,3.458
gtcrn,p248_353_mic1-c0e7dca1ab7d-d60d664aa71d.wav,24.0384,7.5904,4.758
gtcrn,p248_362_mic2-5cb727d532c7-83cf2e1c62a3.wav,31.8788,9.1304,3.202
gtcrn,p249_018_mic2-c6f4066e375e-5ba9565c74e2.wav,22.0982,5.9446,5.121
gtcrn,p249_035_mic2-83e638959925-5afb4fbf3a6f.wav,28.3075,7.354,4.304
gtcrn,p249_205_mic2-52160b761109-5cce4f04d659.wav,27.1298,7.5798,4.602
gtcrn,p249_256_mic2-4e892800ed36-7c2e53bca0aa.wav,20.443,8.2261,4.022
gtcrn,p249_278_mic2-e64c67785b3e-a6c570263b47.wav,20.886,8.3482,4.944
gtcrn,p249_287_mic2-f2ce754dc345-a6de49ecec23.wav,20.9798,8.1896,4.423
gtcrn,p249_338_mic2-4081725953ea-10682cf62ee2.wav,22.3866,7.4262,4.894
gtcrn,p249_341_mic2-64c145892de7-c55259a84124.wav,26.336,7.7289,3.553
gtcrn,p250_019_mic2-f95c1a8b42ed-2b66e82c5043.wav,28.9984,6.6049,6.781
gtcrn,p250_052_mic2-e2e39db695b9-36bb1c47c85d.wav,24.3043,8.6296,3.287
gtcrn,p250_245_mic2-f40c49e78ef1-ac2e247ba410.wav,35.5108,10.1334,3.25
gtcrn,p250_260_mic2-4ac388086047-8fa01a7c32d8.wav,25.7627,7.9402,3.563
gtcrn,p250_292_mic1-fb27c3574ff5-3924c5dcc445.wav,19.2803,6.6573,3.087
gtcrn,p250_305_mic2-affc7368f644-d308de38e5eb.wav,28.3929,8.0018,3.188
gtcrn,p250_312_mic2-04bb2f5fc576-8eea76f291b7.wav,31.9564,8.4471,3.673
gtcrn,p250_334_mic2-db04a307a813-534005de3908.wav,26.465,9.6773,3.204
gtcrn,p250_443_mic1-aa70a09729d6-6ce758ae1acf.wav,28.3504,9.1159,3.286
gtcrn,p251_006_mic2-9ebe79d0ddde-b0606c0e278e.wav,33.7223,8.1962,5.577
gtcrn,p252_002_mic2-bf278953a6c9-03e7487569ee.wav,27.3948,7.6566,4.313
gtcrn,p252_004_mic2-806c604a83cf-1b5414f93f1c.wav,30.2595,6.8313,5.59
gtcrn,p252_028_mic2-6c1016faf7e6-e4d71a84d3d7.wav,29.2774,8.1408,3.459
gtcrn,p252_029_mic2-2c2b9fdb976c-89b767d95bde.wav,30.7808,9.5857,3.386
gtcrn,p252_083_mic2-a30acb3b9eba-75e43f14033c.wav,24.9823,9.4799,3.204
gtcrn,p252_101_mic2-94541922203d-7274632a5bd3.wav,31.3485,8.0053,5.447
gtcrn,p252_125_mic2-e28df9dad3d1-e4f5acd96db5.wav,26.3253,10.87,3.702
gtcrn,p252_176_mic2-e2611f2298b8-cfbbf9521bb2.wav,30.1499,8.0244,4.726
gtcrn,p252_218_mic2-d2bebb412901-a80e86449469.wav,25.0339,9.6977,3.522
gtcrn,p252_224_mic2-2b4866d825e4-a3729731db48.wav,26.3405,8.5012,3.89
gtcrn,p252_233_mic2-d8a3ad4c830f-56c81339b705.wav,28.8775,8.717,3.823
gtcrn,p252_281_mic2-8851d0e07ad3-4e9cc920cc03.wav,28.8303,9.3175,3.217
gtcrn,p252_297_mic2-98220718ed63-95b6b5bf0be5.wav,34.3543,8.7485,3.99
gtcrn,p252_343_mic2-1fd9a2166037-bb37dd93d646.wav,32.8556,10.8499,3.684
gtcrn,p252_381_mic2-10795ad8873a-6678f7299782.wav,29.4488,11.1964,3.562
gtcrn,p252_384_mic2-dcc80ecd040c-caaea163956c.wav,30.1211,8.7307,3.496
gtcrn,p253_002_mic2-406e3d4815fb-686703c90fa9.wav,26.4634,7.959,3.926
gtcrn,p253_020_mic2-f2a35070051d-000fbc7a88ec.wav,25.523,8.2366,4.114
gtcrn,p253_024_mic1-64d303d445de-9e03ffd95482.wav,26.4325,8.032,6.829
gtcrn,p253_085_mic2-11ec45192c6b-12e72f0039b1.wav,26.0113,9.1997,3.195
gtcrn,p253_101_mic1-2637a392731f-41cdb8a92d10.wav,25.4944,9.2371,3.416
gtcrn,p253_180_mic2-a486fd44ebb5-aa2bdd701ac5.wav,24.7631,7.9847,4.077
gtcrn,p253_197_mic2-9c681c304a2f-95ff793d1fb4.wav,26.876,8.1753,4.675
gtcrn,p253_225_mic2-2590a19c47fa-2fc71a00f889.wav,28.413,8.3624,3.89
gtcrn,p253_265_mic2-52db3cc103dd-9c8692052016.wav,32.5463,10.1654,3.276
gtcrn,p253_276_mic2-9a6f67efdd05-5e1b22d1c29d.wav,26.5733,7.3115,3.845
gtcrn,p253_316_mic2-8cb9e9e8ff38-1a1079f7cdf9.wav,30.9952,9.1779,3.667
gtcrn,p253_328_mic2-3bc8cbd92a9d-10f4905f7ff9.wav,31.9585,9.4732,3.229
gtcrn,p253_337_mic2-8d0dfb8acf31-467e5a0ffa72.wav,23.7688,8.275,5.469
gtcrn,p254_007_mic2-fdd748570063-ac6fa29e710c.wav,30.7141,6.8333,4.578
gtcrn,p254_009_mic2-2d1eb5d8385b-12779c349133.wav,25.4648,7.8715,4.649
gtcrn,p254_151_mic2-6cb32da0ee32-c3e354661770.wav,29.7274,7.7503,4.538
gtcrn,p255_007_mic2-758c6e76ba1a-b7180bb730b5.wav,29.1711,8.1352,4.272
gtcrn,p255_012_mic2-69168c1b32c2-f8ebd5d3e174.wav,20.1319,7.6548,4.739
gtcrn,p255_021_mic2-5ef10c85dccb-b5ad0048d22e.wav,26.7952,6.1182,9.155
gtcrn,p255_024_mic2-eb9d9038c5d2-74a69f51823f.wav,23.4285,7.3738,6.964
gtcrn,p255_083_mic2-4f629f5cb75e-a936e0456fb8.wav,21.6406,7.1932,4.269
gtcrn,p255_120_mic2-5c2aa843bc86-5e7c158737e5.wav,24.5872,7.7326,4.679
gtcrn,p255_135_mic2-a5bd75b73827-9e29fa28aa0d.wav,25.6431,7.9242,3.032
gtcrn,p255_151_mic2-aadf740246f0-ab9618f4755a.wav,23.4379,8.1221,5.185
gtcrn,p255_157_mic2-2e8aef4c26e6-11606570bbe9.wav,29.5093,7.2324,3.738
gtcrn,p255_163_mic2-91a09fe09332-e71ed3f948a7.wav,28.0268,7.164,3.46
gtcrn,p255_194_mic2-e91efe893e36-545ed8829676.wav,26.6732,7.1727,4.269
gtcrn,p255_198_mic2-4887b3d2114f-15fcbbae8909.wav,23.2758,8.3709,3.691
gtcrn,p255_206_mic2-c1b7782ce7aa-6de9e5da4aa3.wav,26.9612,8.3713,4.461
gtcrn,p255_238_mic2-0349b09a0b63-886aa7413709.wav,26.5626,10.2747,3.39
gtcrn,p255_249_mic1-a2dc60f039cd-6ed3cd273cf4.wav,22.2907,7.6085,3.758
gtcrn,p255_261_mic2-5d56ce3fb5f4-af9918732e23.wav,24.1748,8.1361,4.526
gtcrn,p255_269_mic2-674e88e569ec-4a274d8f33a0.wav,30.6606,7.5486,4.82
gtcrn,p255_302_mic2-c2894a59aa3f-59263216cd13.wav,24.4542,6.9187,4.098
gtcrn,p255_307_mic2-bc7baeb280f1-150b3c12a395.wav,26.1521,7.4313,4.964
gtcrn,p255_329_mic2-517118382cb2-92935247a5c8.wav,26.0465,7.4981,5.459
gtcrn,p255_336_mic2-68fa29a25b39-e38f71d7ff73.wav,23.2357,10.8908,3.659
gtcrn,p255_346_mic2-bd34e9c84b46-e06983dd967f.wav,26.6327,7.6897,3.631
gtcrn,p255_369_mic2-f10d324f0af3-d80330b11dc5.wav,28.6491,8.5126,3.394
gtcrn,p255_370_mic2-5edc54f25d1c-2aeb05ed3932.wav,29.981,8.7454,3.857
gtcrn,p256_077_mic2-f1dd62386a1a-ff1f0457fd06.wav,30.366,9.6357,3.675
gtcrn,p256_127_mic2-3dd943c1cf49-b42bc5b2ff5f.wav,32.2969,9.9712,4.483
gtcrn,p256_193_mic2-41d8d1e98e4d-c2ff612b8568.wav,32.5672,8.171,3.063
gtcrn,p256_201_mic2-ead0caa6f7f0-b3b17020631b.wav,29.6929,7.9717,4.602
gtcrn,p256_215_mic2-1c374a457fab-1d61f6f79762.wav,31.2028,8.4197,5.344
gtcrn,p256_216_mic1-9da27261ebdc-ceb5d8f2d8c8.wav,29.3643,6.3934,5.027
gtcrn,p256_259_mic1-f8dffa84f484-f381bdf08f7c.wav,27.2362,8.3239,4.889
gtcrn,p256_274_mic2-67f14c810c0a-30d5430a6c8c.wav,26.3775,7.6942,4.53
gtcrn,p256_283_mic2-8024e4469ccb-ba31c8db5989.wav,27.4271,10.7186,3.437
gtcrn,p256_290_mic2-f78eae113208-905c77e29c30.wav,29.6476,8.4496,4.063
gtcrn,p257_004_mic2-92656244bb30-cef430ab9c61.wav,18.5612,8.6659,3.631
gtcrn,p257_127_mic2-f1483fd909f3-cc28134c0849.wav,28.3337,9.871,3.421
gtcrn,p257_206_mic2-785b6dfa870d-3cc8789d520a.wav,27.037,7.2662,3.116
gtcrn,p257_237_mic2-2e9412446ce7-3ceaf7b3ac0b.wav,26.581,9.0325,3.546
gtcrn,p257_366_mic2-5a891dc4a279-6fb1843bb8f7.wav,25.1535,7.9074,3.585
gtcrn,p257_389_mic2-75360da1a35e-0e2294ce4ce7.wav,27.0705,9.1089,3.67
gtcrn,p258_090_mic2-a837c9b84e46-9c64f854fb01.wav,30.791,8.0248,3.535
gtcrn,p258_124_mic1-753e6bb12efa-54b2af41c8c3.wav,22.7945,9.6263,3.032
gtcrn,p258_183_mic1-42616d5e735a-7bd924116a01.wav,26.9542,9.3162,3.848
gtcrn,p258_183_mic2-ef778536f11c-d24f7177cf0d.wav,33.7791,8.8884,3.848
gtcrn,p258_216_mic1-93a926cd251c-14abfe7b2361.wav,24.1606,10.652,3.183
gtcrn,p258_222_mic1-dec5703f1f8b-d38a220fc793.wav,17.7495,9.8484,3.806
gtcrn,p258_227_mic2-dfe760137efb-5fb440f52e56.wav,28.7995,10.4685,3.935
gtcrn,p258_272_mic2-cb087d195c6d-d730f1121b37.wav,25.4567,8.8443,3.92
