model,file,si_sdr_clean_vs_enh,lsd_clean_vs_enh,dur_s
lisennet,p271_339_mic1-e8ba2e33f65d-854275f02f01.wav,22.8445,7.5073,3.371
lisennet,p271_381_mic1-0e6aae408668-6171586da210.wav,20.0559,4.8661,3.845
lisennet,p271_422_mic1-2b4596850d96-cf0cf4e73be0.wav,21.5711,2.1307,3.406
lisennet,p272_006_mic2-90303eb4fbb5-8a5f6857ddbb.wav,19.4103,5.6157,5.68
lisennet,p272_025_mic2-73b9ca76740e-2e79125c2618.wav,19.463,7.164,3.798
lisennet,p272_066_mic2-31a588c03fa5-fc62827a8901.wav,20.1797,9.6296,3.588
lisennet,p272_116_mic2-ef329173f1eb-d7cbd25fa4cc.wav,18.9141,7.554,5.159
lisennet,p272_152_mic2-a13d9ea01576-a1acbe50c82f.wav,17.747,6.8834,4.261
lisennet,p272_156_mic2-ca1190912479-db848bd057c0.wav,18.6154,5.1815,4.76
lisennet,p272_165_mic2-1a1b81580224-fd7034c06a1f.wav,22.7129,10.5616,3.699
lisennet,p272_199_mic2-42c1634d56eb-435835e3e5e5.wav,18.7303,8.3447,3.006
lisennet,p272_224_mic2-ec79f84a2378-0b16443bd994.wav,18.9642,4.1242,3.564
lisennet,p272_228_mic2-5deb7160d133-dae09a23515b.wav,20.0813,5.3846,4.139
lisennet,p272_231_mic2-d5bb680460ab-e2bfbaa8ffc0.wav,21.1456,8.0703,4.014
lisennet,p272_246_mic2-78469ed3f85f-41e4e58da9a5.wav,21.4774,6.5365,4.142
lisennet,p272_269_mic2-7647436256e9-6d43b8eb7eb8.wav,21.458,7.5899,3.756
lisennet,p272_362_mic2-fbf4380fa904-cd0627588068.wav,23.9608,5.9463,3.33
lisennet,p272_363_mic2-5bcea855bcd2-b788ff6be355.wav,18.8982,6.1212,3.067
lisennet,p272_365_mic2-ef5f7b406b7a-307505d4f384.wav,15.4702,5.5095,4.059
lisennet,p272_387_mic2-71a288169af7-f96c03ec73d7.wav,24.7803,6.502,3.054
lisennet,p273_008_mic2-22fbb25d9907-4ebe36aed5dc.wav,22.3403,2.8394,8.391
lisennet,p273_016_mic2-aab580d8245f-b06356a338df.wav,20.5798,2.5008,7.125
lisennet,p273_023_mic2-d9956ced8793-46bf60066b54.wav,21.1166,6.4332,12.445
lisennet,p273_043_mic2-03914acb7383-6b361ec470b3.wav,23.8419,7.6213,3.667
lisennet,p273_164_mic2-ccf90fd34dc1-937ef970c85d.wav,22.5362,8.2382,3.247
lisennet,p273_211_mic2-66034c0c3532-5d65d4267a50.wav,24.4258,11.7859,3.303
lisennet,p273_229_mic2-a94ab787ec45-2cf1979c00ac.wav,26.2331,11.3595,3.116
lisennet,p273_328_mic1-5949c3a95e23-e07150e44a41.wav,22.6217,3.0658,3.158
lisennet,p274_012_mic1-8456f561fcd4-a68775894544.wav,21.6994,3.7368,4.985
lisennet,p274_014_mic2-e6517469ea68-afd955fdd678.wav,22.4966,7.1047,5.216
lisennet,p274_016_mic2-90aa8acc729c-f27e0e28292b.wav,22.6769,4.8523,6.956
lisennet,p274_024_mic2-e70eec27cfbf-ab8126479fa2.wav,23.2336,6.4033,7.239
lisennet,p274_034_mic2-df18f3c291b7-b74ec7dbde7b.wav,19.2473,4.9691,3.46
lisennet,p274_059_mic1-a1813df43f7c-c2ae8deabb32.wav,21.7,2.7931,3.502
lisennet,p274_079_mic2-18b3989f233f-bb1df7362daf.wav,21.8657,4.7719,3.841
lisennet,p274_095_mic1-6d34d2b8666d-d03845897c2b.wav,20.631,2.6435,4.601
lisennet,p274_105_mic2-fee9872103a2-075b65fb8052.wav,19.2986,5.659,4.613
lisennet,p274_130_mic2-dc53204c5b65-8000cc8a4452.wav,18.1186,2.0754,3.648
lisennet,p274_132_mic1-e4d8870138cc-78641dc4b6f2.wav,17.5078,2.6435,3.073
lisennet,p274_132_mic2-e88d7fb336d4-08f7b765ff09.wav,18.366,7.6134,3.073
lisennet,p274_158_mic2-7e4312be9466-31b109cb061e.wav,18.4834,5.6649,3.542
lisennet,p274_162_mic1-3e5854b27f5e-b3f6736ef0ac.wav,19.0422,3.2083,3.496
lisennet,p274_163_mic2-f0485d6cfe30-bd1330f1ae31.wav,19.789,4.6293,3.885
lisennet,p274_167_mic1-5a045b7efbce-d4c156daead4.wav,19.7451,2.1623,3.93
lisennet,p274_241_mic2-0c2b3b2b3481-de9e5b404449.wav,19.9142,3.7616,3.844
lisennet,p274_248_mic2-83eb4afbcf68-c2dc9e0617b6.wav,17.0062,2.2215,4.841
lisennet,p274_266_mic1-3d61cd625348-5a071771ac52.wav,20.1649,2.0849,4.407
lisennet,p274_269_mic1-1adeac365b34-0e34a0dda969.wav,19.9648,1.9463,3.958
lisennet,p274_270_mic1-2a9c5e6007e6-06a237fcb9d5.wav,20.0572,3.074,3.917
lisennet,p274_297_mic1-fd8c04b0ed8a-92252256a212.wav,22.3261,4.7519,3.689
lisennet,p274_306_mic1-1018876d243f-0ee216b24f91.wav,20.1191,5.0735,3.075
lisennet,p274_318_mic1-687aae80bade-b26bae06ada3.wav,20.6201,5.6686,4.513
lisennet,p274_349_mic1-d9bbe5993dcf-0786f30410ea.wav,21.0248,2.8355,3.277
lisennet,p274_351_mic1-e10db426cf2c-b832c8c671b3.wav,21.3238,4.3217,4.063
lisennet,p274_378_mic1-9c7f89515e27-104b351805f0.wav,17.7753,2.5774,5.336
lisennet,p274_391_mic1-ad7c065c943a-f3d5208c6b9a.wav,19.0305,2.9851,3.209
lisennet,p274_416_mic1-4523c790ed87-822cb3ac4388.wav,21.9674,4.0065,3.627
lisennet,p274_436_mic1-377bacbb4787-a165556efebd.wav,19.2792,2.3869,3.63
lisennet,p274_457_mic1-3975c1845d4e-b1af65c7265b.wav,22.1364,5.7062,3.508
lisennet,p274_470_mic1-1f06bfa76f74-f79d4b441d80.wav,22.6064,2.0402,4.447
lisennet,p275_278_mic2-f3560fe890f7-13394dfc0d86.wav,18.4259,6.2498,3.448
lisennet,p276_006_mic2-7556640b8eee-fecc86178049.wav,15.9105,7.6433,6.444
lisennet,p276_008_mic2-629a0fea1a8a-47ab4b33387d.wav,14.9211,6.1241,8.376
lisennet,p276_010_mic2-1af142b322c0-ad1c6f10426e.wav,18.3134,5.3746,3.826
lisennet,p276_042_mic2-0178469db7ae-e7ac68713c87.wav,19.5469,7.2248,3.37
lisennet,p276_046_mic2-80c8cb0efb59-c0a83d01d2db.wav,15.6225,6.5492,3.424
lisennet,p276_062_mic2-d08e65fa7dbf-928568e52b4d.wav,15.1862,6.6876,3.517
lisennet,p276_085_mic2-f3d4c6c1fbf6-40f0794771ba.wav,14.8684,5.3833,3.638
lisennet,p276_104_mic2-fec8957a6fc8-a8b3e713435b.wav,14.3434,7.2219,3.292
lisennet,p276_175_mic2-bc9fc176512f-6073f9dd9bed.wav,17.7553,9.5412,4.233
lisennet,p276_185_mic2-5845ada53833-8cd6924d0f55.wav,14.6857,7.9507,4.071
lisennet,p276_186_mic2-e51b69a6c267-6ecc5339b064.wav,5.8475,7.6625,3.096
lisennet,p276_192_mic2-92007c1be57c-78ec56588ec8.wav,11.1743,6.9861,3.394
lisennet,p276_249_mic2-19139829f692-9b6f8c257599.wav,17.6495,6.5489,4.261
lisennet,p276_259_mic2-f1dedd7aaf36-a77fc749552c.wav,14.1494,7.9103,3.663
lisennet,p276_292_mic2-52187ee62291-49dd6fd7a1b8.wav,14.2432,6.9411,4.261
lisennet,p276_332_mic2-ee74f04eb8f6-2eddff9a45d3.wav,18.3088,6.4467,4.345
lisennet,p277_024_mic2-582f55e3e4d4-300587006aa6.wav,18.0864,5.5794,7.503
lisennet,p277_066_mic2-ffda5f502655-53c7f05ede29.wav,19.3979,8.9828,3.673
lisennet,p277_144_mic2-1abe837481a9-e02f00320cb2.wav,22.3456,4.5301,4.229
lisennet,p277_155_mic2-3131c0aa7e73-c4a71206d9bd.wav,22.787,10.7767,3.589
lisennet,p277_166_mic2-b95253300d51-f966f920324b.wav,22.775,8.011,4.438
lisennet,p277_184_mic2-097900b985ee-4d6f7a032438.wav,22.2967,7.4548,4.294
lisennet,p277_200_mic2-b8e2cae6716a-502922116f74.wav,22.4885,7.3423,3.373
lisennet,p277_214_mic2-71537ea36439-b009f5b95a73.wav,17.7267,7.3065,3.45
lisennet,p277_245_mic2-8fe5b915b56a-c8b06ccd48c1.wav,16.7215,4.7827,5.039
lisennet,p277_266_mic2-bb6c3057c0be-8484fe949066.wav,22.7728,8.4926,4.4
lisennet,p277_268_mic2-b4af10423a7d-de7b2f31fa60.wav,14.6696,3.9571,3.344
lisennet,p277_315_mic2-ddeadc7c3e24-e786e71c7027.wav,23.1039,7.4587,3.397
lisennet,p277_342_mic2-1ce99aef067c-c30f459f3090.wav,20.1777,7.5252,5.05
lisennet,p277_369_mic2-6a8aaac33451-d6d8843436e1.wav,22.7585,6.8296,3.47
lisennet,p277_389_mic2-88d8b2ac4cee-b1fb51182fd3.wav,18.0884,4.6076,3.588
lisennet,p277_435_mic2-a7c7048ddc6e-3921db5ccda1.wav,15.6251,3.9999,4.474
lisennet,p277_455_mic2-3693d23ad7c6-7061d7a84144.wav,20.6866,5.0443,3.414
lisennet,p277_458_mic2-1655f47f74a8-2c631e512e0a.wav,17.0332,4.0257,4.388
lisennet,p278_002_mic2-be0656bc9a54-2728b4b9f645.wav,20.9848,5.4216,3.722
lisennet,p278_014_mic1-6d2babc6070e-3b1928ff1871.wav,19.7933,3.4429,4.915
lisennet,p278_016_mic2-23c7491e70a6-dae31d355d7e.wav,19.3819,2.3163,6.429
lisennet,p278_031_mic2-7cbdbfb8f622-01cb4fbbac18.wav,19.2225,2.3629,3.553
lisennet,p278_034_mic2-852929b5f723-53375ce4a35e.wav,17.3194,5.2894,4.106
lisennet,p278_066_mic2-7572568530d4-c08bbab68171.wav,19.7418,3.7525,5.214
lisennet,p278_073_mic2-fc130864f26e-92bdc54a7630.wav,19.8172,5.811,3.867
lisennet,p278_081_mic1-682bc4f658a4-6a52c743788d.wav,22.1992,4.2991,3.066
lisennet,p278_096_mic2-f09daac90b37-e652a9752ee4.wav,23.057,7.1846,3.191
lisennet,p278_106_mic2-cabd150df688-c5fe5ff832ed.wav,17.6084,6.6359,4.39
lisennet,p278_118_mic2-dda70998e6c9-83d9f30405a3.wav,21.7931,2.6384,5.145
lisennet,p278_131_mic2-246cb3c867d7-e8928b0865d3.wav,20.9495,8.8887,3.757
lisennet,p278_132_mic2-ae6edddc450d-c3312147ddf9.wav,21.5454,3.3454,5.235
lisennet,p278_149_mic2-901c4231b68a-dcc7051ea037.wav,20.689,3.6627,3.631
lisennet,p278_150_mic2-5879835de236-45d22ab27cb2.wav,19.1876,2.0551,3.576
lisennet,p278_160_mic1-7c3a46f5de09-2f4274209125.wav,24.04,3.9577,3.238
lisennet,p278_180_mic1-ae6855c39497-ad153569ebdd.wav,20.7609,2.5976,3.922
lisennet,p278_186_mic1-99a78bcf0a9e-571365cfed91.wav,21.9922,3.7088,3.719
lisennet,p278_191_mic1-0ccb91fed113-c4dd777d2705.wav,20.1844,4.4512,3.104
lisennet,p278_195_mic1-5851747dd2e2-65a33774298f.wav,21.477,2.4224,3.667
lisennet,p278_215_mic2-4971d62a8978-56da0976a940.wav,18.1697,2.7299,3.349
lisennet,p278_235_mic2-9e2e4ba67064-35a664542169.wav,20.4422,2.3847,3.084
lisennet,p278_248_mic2-1a3d83889067-12683bfc1398.wav,20.7651,2.3892,4.401
lisennet,p278_258_mic1-735b46823fcf-a2965f0dd5c5.wav,20.8483,4.8905,3.405
lisennet,p278_265_mic1-d898a88854e1-5ace2855adc9.wav,20.7483,5.4659,3.743
lisennet,p278_268_mic1-b35c88073778-f77c6a565a28.wav,23.334,3.8962,3.241
lisennet,p278_289_mic2-2897afc44c0b-efc443a61dd3.wav,22.3748,2.0336,3.222
lisennet,p278_318_mic2-98312a43086e-caac271fa959.wav,18.835,2.0835,3.268
lisennet,p278_336_mic2-10c8d1df2252-8156d142cdaa.wav,18.0456,2.198,3.97
lisennet,p278_370_mic2-7fcb7461edbb-837a1e4dd8bb.wav,17.944,2.5032,3.842
lisennet,p278_398_mic2-eff4141fedf6-0236b48eedb1.wav,16.3056,3.5053,3.803
lisennet,p278_402_mic2-a1695ffc112a-cc0babee00d8.wav,22.3547,4.1092,3.934
lisennet,p278_407_mic1-5254941d40a8-d57331cc6de3.wav,20.6239,3.2861,3.099
lisennet,p279_015_mic2-041e64b26789-098c9696a34f.wav,19.7919,4.9833,5.376
lisennet,p279_020_mic1-ef3da96fb758-72d487d56c17.wav,18.8396,2.1987,3.808
lisennet,p279_026_mic2-a59951521e88-57c6b104d800.wav,19.0009,2.1117,3.555
lisennet,p279_030_mic1-59f6e59a6414-3f9270f012c8.wav,22.569,5.0292,3.28
lisennet,p279_049_mic2-75a5200c6a55-d4e921026da0.wav,19.5635,4.5176,3.417
lisennet,p279_058_mic2-53da8a345cbf-6a6854b94f7d.wav,20.6747,4.7244,3.381
lisennet,p279_093_mic1-73dc6ee0dc03-310a3ed66468.wav,22.3021,3.1716,4.265
lisennet,p279_132_mic1-e46c7fb1e6e2-f7a671516f5f.wav,22.9887,5.95,4.463
lisennet,p279_133_mic2-33223eef8bcf-6c85438a40b9.wav,19.8431,6.9645,3.129
lisennet,p279_196_mic1-6dd82d611554-ad13b8af334b.wav,20.8675,5.9756,3.796
lisennet,p279_238_mic2-b2363eda0851-fca366e65e24.wav,17.3385,6.7955,3.023
lisennet,p279_327_mic2-20272236ebbf-1676837ee34d.wav,17.616,5.7719,3.581
lisennet,p280_005_mic1-1e989c12ce25-152e2595d659.wav,16.6464,3.1162,7.253
lisennet,p280_018_mic1-023a05b78473-3070f39442ad.wav,17.64,6.3722,6.197
lisennet,p280_024_mic1-0527e27b7052-04628f7c21cf.wav,17.7353,2.6657,6.941
lisennet,p280_025_mic1-812f3df31c3e-6cca871ed254.wav,15.0078,2.2936,3.239
lisennet,p280_052_mic1-9113bf29282d-aba3fdd7b6e5.wav,17.5824,5.0479,3.76
lisennet,p280_069_mic1-3ca3fccf728f-50607d430738.wav,20.5066,5.0764,4.109
lisennet,p280_072_mic1-ec43d263fe4b-67d9495d4e18.wav,20.8829,7.3979,4.1
lisennet,p280_078_mic1-762e95afb46c-ad35932c72c6.wav,22.1282,5.6307,4.322
lisennet,p280_096_mic1-29d32666ec6f-4689b8e426bb.wav,20.0356,3.8281,6.154
lisennet,p280_145_mic1-e3c51958ba41-a6e0a1c9b8a3.wav,16.8871,4.8611,3.295
lisennet,p280_199_mic1-aaf818a6fb96-bce2e5cba076.wav,21.7206,8.2754,3.872
lisennet,p280_389_mic1-3d67e68c973d-4005907a333c.wav,21.053,9.8946,3.248
lisennet,p281_163_mic2-81d51b181423-b8dfc0f0f084.wav,19.3996,7.3567,4.147
lisennet,p283_126_mic2-657605e46b6f-1be989e0acf7.wav,19.3703,11.0723,3.11
lisennet,p283_392_mic2-39dfa6560a07-cbeaae5eb45b.wav,21.5596,8.1003,3.22
lisennet,p284_006_mic1-87780de97178-1b518159a541.wav,20.6153,3.6974,4.397
lisennet,p284_009_mic1-24efef08bf8f-9a04b0a2fa24.wav,15.9572,2.1691,3.97
lisennet,p284_012_mic1-9cd00fa7f484-1a20debab395.wav,18.9858,2.1229,3.781
lisennet,p284_013_mic2-bfda9c0e1991-886b8952467e.wav,16.6229,3.5631,3.673
lisennet,p284_020_mic1-be73f3f72cdc-fdf9c5c41068.wav,22.1823,3.7152,3.498
lisennet,p284_099_mic2-aaaf16769b46-60ebb34589d2.wav,19.0326,3.7366,4.527
lisennet,p284_147_mic2-4970f53afa1d-4045c3de4e5d.wav,17.6932,4.1702,4.092
lisennet,p284_180_mic1-8fd0a76a714c-6220bc9830dc.wav,21.2383,3.8563,3.397
lisennet,p284_187_mic1-2b265d40623a-e27b81313422.wav,22.6437,6.2818,3.907
lisennet,p284_187_mic2-f5a2a4b1a51b-fab09217acdf.wav,19.2978,7.2857,3.907
lisennet,p284_198_mic2-34780f2d4669-f86ad71819cf.wav,22.5089,5.8795,3.559
lisennet,p284_211_mic2-999139bb2992-38a326904822.wav,18.1638,3.6523,4.438
lisennet,p284_232_mic1-a5c87840fc63-825365a6cacd.wav,22.0309,6.1535,3.943
lisennet,p284_252_mic1-da52a944c086-22411a346562.wav,21.0798,7.2158,3.243
lisennet,p284_273_mic1-daec5083b022-6a90d218b020.wav,19.8421,6.3056,3.755
lisennet,p284_276_mic1-e2021cac81b9-16c3b2ec31e9.wav,22.9658,7.6963,3.409
lisennet,p284_291_mic2-792ee8fe67b5-b7a477988dde.wav,21.6957,4.3793,4.782
lisennet,p284_314_mic2-697ce9cc5f3c-34ce4eb78dbc.wav,23.1355,4.5956,4.306
lisennet,p284_322_mic1-b5bc0c57bcf0-95d094985e8f.wav,19.5725,6.9171,3.29
lisennet,p284_358_mic1-2fce31924d43-1075db5efcdf.wav,22.8467,6.0892,3.717
lisennet,p284_367_mic2-bcdb57dee0ea-0620e13cc0e0.wav,20.1298,7.1464,3.602
lisennet,p284_404_mic2-bf1abc76f619-736957782b5e.wav,21.1905,7.554,3.288
lisennet,p285_018_mic1-4b4d24ff8d63-e29ab9d03790.wav,20.4391,4.0504,5.204
lisennet,p285_027_mic2-d4c754774cf3-ac1c5e0543df.wav,19.7481,5.6704,4.691
lisennet,p285_029_mic1-c257eb00ef13-d5d367e0511e.wav,19.6492,2.919,3.659
lisennet,p285_060_mic2-7ec9f544c170-7eee7aa68901.wav,21.5744,7.1958,3.757
lisennet,p285_086_mic2-3154b6267696-3918676caa45.wav,15.2335,2.5191,3.162
lisennet,p285_135_mic1-eaeea97a4142-2d142486c647.wav,22.4734,3.0673,3.032
lisennet,p285_152_mic2-e274a44797c0-7d61e6444e09.wav,24.482,8.6764,3.289
lisennet,p285_193_mic2-37207cfb15d8-1fe4c91b513b.wav,16.8386,3.6733,3.418
lisennet,p285_224_mic2-d11edb377bc8-a8eee1e754cc.wav,18.1264,7.7736,3.158
lisennet,p285_329_mic2-0c8918463279-21f8c2b16ad8.wav,21.87,6.6725,3.16
lisennet,p285_369_mic2-c00c16a515cd-f39ce356fa3a.wav,17.7092,4.372,3.116
lisennet,p286_015_mic2-aebd83f481d9-58621212250c.wav,19.5126,7.1151,6.02
lisennet,p286_036_mic1-8d100fd6ff67-a0d11aa1328b.wav,18.7374,2.4984,4.559
lisennet,p286_048_mic1-7013eb4c7194-0ef7a27702b1.wav,15.4072,2.1193,3.972
lisennet,p286_049_mic2-c1b642f8e47c-4fb8ef9f5a06.wav,17.6789,4.9291,3.716
lisennet,p286_057_mic2-77b3dbef2929-3b344224a339.wav,13.7099,2.6546,3.765
lisennet,p286_080_mic1-a99aa29c1941-51cac182ef75.wav,18.6613,2.9274,3.759
lisennet,p286_087_mic2-e739a824baf3-06969ebb16f7.wav,17.8715,4.5311,3.119
lisennet,p286_117_mic2-c447faafa4ed-83b258471c3f.wav,17.3037,6.3203,3.843
lisennet,p286_119_mic1-9a45b26b0573-cde32d674fef.wav,13.6447,2.4701,4.168
lisennet,p286_119_mic2-f632f754d017-725d82b998f5.wav,14.1906,2.7095,4.168
lisennet,p286_155_mic2-e2bd4cb1afef-ac0c3c95c10d.wav,17.6403,4.1872,3.385
lisennet,p286_197_mic2-f32d11fd9ef4-14cb85c665ce.wav,20.1313,6.4544,4.775
lisennet,p286_217_mic1-3087ac526f69-743164cc39d7.wav,14.8616,4.1346,3.154
lisennet,p286_231_mic2-72485d0cde6c-8600aa0e92b0.wav,20.0219,4.4182,3.375
lisennet,p286_244_mic2-5418d4e0e337-745dab34405d.wav,16.9516,2.8356,4.439
lisennet,p286_275_mic2-0ec57dabd144-ea25dbc42be0.wav,18.355,5.5566,3.119
lisennet,p286_286_mic1-e7de3c8341f3-675881eee50a.wav,15.6055,3.2716,3.073
lisennet,p286_298_mic1-4715e8a31b0d-59cb08718288.wav,16.5199,3.2966,3.929
lisennet,p286_306_mic2-09c7bab6bae4-368f24082afd.wav,16.9348,4.0223,3.973
lisennet,p286_310_mic2-b10c59fa51bf-ff1e040015b5.wav,20.8067,5.6014,3.12
lisennet,p286_320_mic2-92ee14e40d5e-eee47e5356f4.wav,15.7269,5.1834,3.629
lisennet,p286_333_mic1-78d5dc49b4a2-01e71c061971.wav,20.5246,2.7681,3.662
lisennet,p286_334_mic2-5ea3ab3bd55d-d01beb443852.wav,18.7923,4.7892,3.774
lisennet,p286_342_mic2-c90b6de8e71b-f27d3084acf2.wav,17.2834,4.2289,3.842
lisennet,p286_345_mic1-979d6385f152-5e15211b6725.wav,22.0376,2.3969,3.085
lisennet,p286_345_mic2-03385bbf93a5-7158f3e87d97.wav,21.7417,2.8692,3.085
lisennet,p286_356_mic2-1f4c91a13039-8ffbee9ae22c.wav,16.9858,4.7872,3.348
lisennet,p286_383_mic1-04ec5848efa4-9811a14a1deb.wav,19.2523,4.7494,3.298
lisennet,p286_383_mic2-5083f3d4b420-c1cd58e44fd5.wav,18.5904,4.3095,3.298
lisennet,p286_410_mic1-018ae24d69fb-34a25e6c997d.wav,18.6932,7.5238,3.373
lisennet,p286_413_mic2-ac6a7b08a9f3-e6c90d3b421e.wav,16.4462,4.2868,4.399
lisennet,p286_425_mic2-cb7262cf3581-8f6c480a56de.wav,17.9817,3.3732,3.033
lisennet,p286_433_mic2-217364c726fe-7d0052c528c0.wav,18.7858,5.1253,3.033
lisennet,p288_017_mic2-e3602fcee3b7-6b4665855444.wav,12.8957,6.7546,3.601
lisennet,p288_020_mic1-92d9b9bc3e1c-b097bb49c504.wav,18.5312,3.3069,4.014
lisennet,p288_039_mic1-930bfe54bf46-cc90aa9697c4.wav,17.5733,2.2213,4.287
lisennet,p288_046_mic1-7c82f8f32135-6bdeb72e51bb.wav,16.3416,3.4577,4.313
lisennet,p288_086_mic2-8e91bb76b53b-30717d0bac3f.wav,20.8314,6.3339,3.049
lisennet,p288_089_mic1-78088f84d7c1-767c847c3815.wav,22.1829,5.3025,3.759
lisennet,p288_093_mic1-b44d601f8185-7ecf8de20371.wav,16.9839,3.5938,3.599
lisennet,p288_094_mic1-e855771114ce-641b2eef023f.wav,18.7331,4.4493,4.195
lisennet,p288_111_mic1-397a39b65cd2-fe2b5e84e289.wav,18.1643,5.234,3.689
lisennet,p288_147_mic1-39c9b37434db-ce172bd25152.wav,20.0842,4.6088,3.055
lisennet,p288_155_mic2-0015da0df60d-65dc6ce246e6.wav,16.4975,6.5176,4.992
lisennet,p288_201_mic1-7409f1a7b186-17b5722da349.wav,15.379,4.2276,4.603
lisennet,p288_211_mic1-99b372ecc809-643b8dd936ca.wav,20.9679,8.3836,3.244
lisennet,p288_222_mic2-c21db4f6c3bb-97d656099a51.wav,18.899,7.3728,3.256
lisennet,p288_269_mic2-fa077af3ffa1-da8966b2e14b.wav,19.9718,7.391,3.928
lisennet,p288_299_mic2-b9cbd92d4c9e-4aa345d973bd.wav,17.5264,8.4267,3.16
lisennet,p288_302_mic1-699c76e3f78b-814cea4a5f54.wav,13.5776,4.8277,4.199
lisennet,p288_383_mic2-e35144059fcc-66b0cfd88220.wav,23.6336,12.5873,4.144
lisennet,p288_387_mic2-5beae5ac3322-ec024a1e2ccd.wav,19.9737,10.6114,3.367
lisennet,p292_040_mic2-e1e91b9d305b-e9eb4cffe258.wav,21.8835,4.1271,3.075
lisennet,p292_062_mic2-d9181bd0f1ad-1351febc0039.wav,21.2706,3.8537,3.116
lisennet,p292_064_mic2-8d7ecd6f47d8-ba7b4ac9216d.wav,23.7424,4.1706,3.077
lisennet,p292_071_mic2-ec896a48b9d0-8894cce11ba3.wav,23.6261,3.7273,3.217
lisennet,p292_075_mic2-e457e27b187c-27876ca3a229.wav,23.1564,5.309,4.059
lisennet,p292_078_mic2-b1b7684d7357-59513aa792a1.wav,21.3845,2.423,3.398
lisennet,p292_106_mic2-3e3b109f49df-96a516341e9b.wav,23.6371,4.0662,3.331
lisennet,p292_118_mic2-dafb0dc06cf7-af14e823b664.wav,23.4311,3.3364,3.034
lisennet,p292_154_mic2-f5bb299b5eed-c615c44dcd9a.wav,22.7778,4.4272,3.58
lisennet,p292_202_mic2-ebf45bdaee61-7d25443ed89d.wav,22.8824,8.2179,3.031
lisennet,p292_223_mic2-7bbddfdb5fd6-55c3cdc53bda.wav,20.1321,4.3978,3.606
lisennet,p292_245_mic2-664491d802f1-d33cd1b91c03.wav,19.2091,5.033,3.033
lisennet,p292_318_mic2-53062bb0a62e-e4770249e440.wav,20.1741,7.5217,3.075
lisennet,p292_374_mic2-3d89bb8bbb81-9619774e3e3c.wav,22.3597,7.4346,5.336
lisennet,p293_015_mic2-ef5e2ba602ca-7493c3d0d840.wav,29.6206,19.1894,8.087
lisennet,p293_033_mic2-7a72c2d664c4-50fab24d4f5d.wav,24.6527,17.7378,3.838
lisennet,p293_050_mic2-f7649c5d1c72-695b9baa2c7d.wav,26.0702,18.504,4.566
lisennet,p293_093_mic2-c9c1d80ae00c-220fe09597bc.wav,21.0923,17.793,5.61
lisennet,p293_104_mic2-4db68f597c5b-1ff2f13f614e.wav,27.3603,18.2341,4.535
lisennet,p293_122_mic2-0b6debaa1207-49769a25a186.wav,27.2342,16.4327,4.8
lisennet,p293_172_mic2-3f971d13b1a8-61fcd3b916cb.wav,26.4182,17.4744,3.606
lisennet,p293_190_mic2-f908e8892aaa-03041c439d8f.wav,23.3234,14.818,4.012
lisennet,p293_235_mic2-28e8898f009c-b37fc8a0e77b.wav,22.7066,16.4553,3.751
lisennet,p293_252_mic2-954e5c6e39a3-1c6613f15ebb.wav,25.6761,15.8581,3.8
lisennet,p293_259_mic2-06a950979386-7218221d2b74.wav,21.9611,15.3426,4.314
lisennet,p293_265_mic2-62346c1b8653-7757b220fbab.wav,24.0319,14.3036,4.411
lisennet,p293_279_mic2-0ceea7642ba4-b85d265b5b3d.wav,23.2807,14.1485,4.016
lisennet,p293_291_mic2-7f60f2e36145-0e069b1dcad6.wav,23.9951,17.7525,3.794
lisennet,p293_318_mic2-89e1b9ad342e-bd5338a8276f.wav,25.7077,16.3382,3.204
lisennet,p293_331_mic2-a5c6629c49ce-cbc6a223f39d.wav,25.461,17.4386,3.811
lisennet,p293_358_mic2-321924e9d859-eca2e89da8b2.wav,21.7948,14.2735,4.054
lisennet,p294_003_mic2-2eec83540cbf-982f439c41c2.wav,21.2452,7.9102,7.477
lisennet,p294_015_mic2-6c2c1e1efddc-9683681f11e7.wav,21.4538,6.8914,6.544
lisennet,p294_044_mic2-75ba5302265a-eb348d570fe7.wav,22.761,12.2798,3.663
lisennet,p294_108_mic2-ff0babf1b897-3a6c5939b932.wav,20.9355,8.7805,3.347
lisennet,p294_109_mic2-ad8455d65bf6-e4623689dfa8.wav,15.5353,7.6647,3.277
lisennet,p294_112_mic2-3053abf7e441-8127ea7e80cc.wav,25.2393,11.501,3.345
lisennet,p294_165_mic2-bcf919914bc8-f803c6b94981.wav,24.1398,11.2885,3.128
lisennet,p294_213_mic2-cd01c92fdbea-e10b63b1e78e.wav,21.9003,11.8306,3.799
lisennet,p294_214_mic2-9429287b7d0d-97a1b9df4dc7.wav,20.0108,12.5774,3.91
lisennet,p294_231_mic2-60707aff8a80-64a5670c774d.wav,22.3122,10.1932,3.635
lisennet,p294_314_mic2-896ab122586d-27d6f20ae545.wav,20.7799,11.7012,3.541
lisennet,p294_351_mic2-c1f00765548e-f846187a234c.wav,20.3638,8.0956,3.211
lisennet,p294_363_mic2-f97409f80f4d-d409f00de05c.wav,22.1896,8.8023,3.261
lisennet,p294_371_mic2-6df095d3a2f4-84f5ea06aa93.wav,21.8675,10.2497,3.429
lisennet,p294_399_mic2-ded4ca2ba169-32fd1eb05d86.wav,20.8076,9.3179,3.258
